at,userName,score,content,sentiment_polarity,sentiment
2023-06-07 10:30:51,Sam Suri_94,1,SeaBank sekarang mengecewakan. Gak kepakai 1 bulan tapi apk masih terinstal sudah diblokir padahal gak pernah salah pin/password. Jadi saya kehilangan tabungan saya di seabank. Meskipun hanya 15k. setiap login gabisa harus hubungi call center SeaBank dulu. Sudah dihubungi tapi tidak ada tanggapan sama sekali. Saya merasa menyesal telah menggunakan apk SeaBank ini. Mending simpan di DANA atau sopeepay saja aman bisa digunakan diwaktu mendesak meskipun tidak pernah belanja.🥲🥲🥲😫😫☹️😕😡😡,-0.1,negatif
2023-06-02 02:34:35,MDC MADCIL,1,Saya pengguna lama banget selalu transaksi dengan sea bank karena mudah. Tapi kemaren tanggal 1 juni akun tiba tiba tidak bisa login harus verifikasi muka dan berhasil malah di suruh telfon call center udah telfonan malah cuman tanya tanya aja. Udah 3 kali telfonan juga sama tanya tanya saja samapi pulsa habis. Cobo chat di gmail dan di Instagram juga sama di jawab pakai template yang di suruh telfon. Tolong lah akun saya. Disitu ada uang saya dan ini urgent banget tega bener,-0.1,negatif
2023-05-29 12:07:23,Nurleli Istighosah,5,"Alhamdulillah aman, semoga seterusnya aman tidak ada trouble yg serius. aaamiin... lebih tingkatkan lagi min..",-0.2,negatif
2023-05-27 00:42:27,Nisa Afira,1,"Kenapa hampir 1bulan tidak bisa login, padahal no.hp dan password sudah benar. Bahkan menghubungi call center juga tidak bisa",-0.1,negatif
2023-05-24 14:19:36,Laily vietria,1,"Maaf sblm nya,,saya kan ngg pernah pke aplikasi ini tp knp kok masuk slik saya yaa,,tlg dong jelasin,,trus saya harus konfirmasi kemana kalo ingin tau niminalnya.. Trus saya harus menghubungi lewat mana yaa,,apa call center seabank nya..",-0.1,negatif
2023-05-22 17:36:15,Pandu Utomo,5,Aplikasi sudah sangat mudah dan bagus. Hanya perlu ditambah dark mode saja,-0.15,negatif
2023-05-19 19:02:02,lutfian sutiyoso,5,kalo bisa tanpa minimal batas transfer jadi makin mantap,-0.1,negatif
2023-05-18 11:08:20,elvina hakim,1,"Pleaseee help!1!1!1! Ini seabank knp gbs login? Sistemnya sibuk mulu, yaAllah mau check-out:'(",-1.0,negatif
2023-05-13 14:59:31,Zildan Isrezki,4,Sedikit kecewa:(,-0.75,negatif
2023-05-11 05:45:55,Frendy,5,"Bank andalan,tapi bunganya sekarang cuma 4% huhu,UI simpel udah paling bener ga kebanyakan isi, cuma ada 1 saran dari saya yaitu tolong tambah dark mode dong",-0.15,negatif
2023-05-10 13:16:28,bella puspita,5,"Mantab banget , Udah dapet 100x tf gratis ,dan cepet pula buat transfer...masih lagi perhari dapet saldo tambahan, Minus nya gak bisa isi saldo atau tarik tunai di Alfa/indomaret",-0.1,negatif
2023-05-09 19:12:56,BD _Codot,1,Pengalaman pake sea bank. Lagi bayar pake qris akun di blokir. Dan di suruh telfon cs dan pulsa abis akun masih keblokir. Cuan kali telfonin call center mahal mahal. Akhirnya gua punya cita cita pengin nganjlokin saham sea bank.,-0.1,negatif
2023-05-09 04:35:58,Dija Anakaing,5,pelayanan terbaik nya custemer servis nya sangat past respon sangat memuaskan. saya sudah hilang hp dan kartu tapi bisa di bantu sama cs nya dan saldo saya bisa kembali lagi makasih seabank,-0.25,negatif
2023-05-09 01:51:23,vachmi seftyan,2,ini kenapa akun saya tiba2 di blokir padahal baru aja di transfer uang 5juta ke akun sebank mendadak ada pemberitahuan layanan ini tidak tersedia untuk kamu. silakan hubngi call center tetapi call center di hubungi nya susah,-0.1,negatif
2023-05-08 15:11:24,Setiawan Nugraha,1,SAYA SUDAH MASUK VERIFIKASI WAJAH UNTUK LOGIN AKUN DAN PAKE KTP SMA NOMER KTP TAPI KOO HARUS NELPON YAA SAMA UDAH NGELAPORIN KE GMAIL TIDAK DI RESPONT INI GIMNAA YA SEA BANKK MASA MINUS BANGETT??,-0.1,negatif
2023-05-01 08:43:34,Khilmi Sda,5,"tidak kena biaya kalo transfer ke bank lain, tiap hari dapat bunga, selama memakai seabank tidak pernah trouble",-0.2,negatif
2023-04-29 17:30:19,Nadien Octavialexa,3,"cukup membantu plus minus nya saya blm tau seperti apa ke depan nya,sementara bintang 3 dulu",-0.1,negatif
2023-04-27 18:26:38,Kayen Juwana,3,Bintang 5 nya nunggu bunganya naik aja deh aslinya rekomen bgt si apl ini tapi kok cepet amat ya turun bunganya pdhal bulan puasa kemarin masih 6-7% sekrang turun jadi 4% haduh kagetnya cepet banget turunya:(,-0.75,negatif
2023-04-23 14:31:16,Foreman Logistict,1,Jadi ga semangat nabung disini BUNGAnya turun parah di potong pajak :(,-0.75,negatif
2023-04-21 17:30:41,Wolf Gaming,4,"Bagus Sih Cuman Sayang Makin Lama Bunga Simpanannya Makin Turun, Minimal Kalau Gak Bisa Naik Stabilin Aja Bunga Hariannya",-0.1,negatif
2023-04-20 18:25:20,Feally Mahmud,4,DARK MODE PLEASE,-0.15,negatif
2023-04-19 11:46:15,Muhammad Robi,1,Parah trx gagal tapi duit ditahan 11 hari kerja. Sangat BAD SERVICE💩💩💩,-0.6999999999999998,negatif
2023-04-12 07:20:58,Adhitya Tri wibowo,5,tolong dong kak tambahkan fitur deposito jangka pendek 7 hari dengan minimal setoran 100.000 biar tidak kalah dengan bank digital sebelah. sukses selalu semoga bank digital seabank terus berkembang dan selalu lebih unggul dari bank digital lain,-0.025,negatif
2023-04-11 02:27:37,Thufiel16 Kocheng,5,"100x bebas biaya admin tf beda bank + ewallet (dana,gopay,dsb) per bulan tanpa minimal nominal 😵",-0.1,negatif
2023-04-10 00:48:06,Musdalifah Achmad. S,5,"Seabank sangat bagus... Yang mau dapat saldo langsung, Jangan lupa pakai kode ECCFE4 saat pertama buka rekening dan nabung minimal 100K",-0.1,negatif
2023-04-08 14:39:19,kang atiq_,2,Awal bunga 7% ini udah jd 5% besok udah mau 4% dih down teroooss,-0.15555555555555559,negatif
2023-04-06 13:35:39,Lulu Fatimah,3,"Cuma Kasih Saran Aja Siapa Tahu Di Terima. Saya Sebagai Nasabah Dari SeaBank, Tolong Di Perkecil Buat Modal Deposit Minimal 100k Jangan Terlalu Besar Buat Modal Deposit. Sekian & Terima Kasih",-0.1,negatif
2023-04-06 09:20:18,GLory HallelYah,1,Kok seperti di tipu ya belum juga deposito 7% selama 3 bln cair ini udah mau turun ke 6% bulan april ini :(,-0.75,negatif
2023-04-06 04:46:39,Ardian didza,1,Sudah verifikasi sekarang suruh verifikasi lagi malah gak bisa..saya hubungi call center gak ada kejelasan,-0.1,negatif
2023-04-05 15:21:45,Aaqillah Putri Valencia,1,"yang mau download seabank mikir mikir deh, akun tidak kenapa"" di block, telfon pihak call center di tutup sama call center nya, buruk banget penanganan nya, di block masih ada saldo nya saya ikhlasin buat pihak seabank",-0.1,negatif
2023-04-03 11:16:02,Zulfi Andrianto,5,"PT Bank Seabank Indonesia atau lebih dikenal dengan nama Seabank adalah lembaga keuangan di Indonesia. PT Bank Seabank Indonesia adalah lembaga keuangan digital milik Sea Group, perusahaan induk dari situs e-commerce Shopee dan penerbit game online Garena.",-0.2,negatif
2023-04-03 11:09:31,Resti Ubaid,1,Terlalu slow respon aplikasi nya..,-0.30000000000000004,negatif
2023-04-02 20:08:52,Agus Triwidayat,5,Sejauh ini untuk pembayaran shopee tidak ribet dan tanpa minimal saldo,-0.1,negatif
2023-04-02 01:48:09,Aris Wahyu,5,sangat membantu untuk berbagai macam payment di e-commerce atau transfer to other bank,-0.125,negatif
2023-04-01 21:15:41,Nuridin Raesha,1,"Lagi main game ada iklan buka rekening seabank, buka rekening katanya dpt cepe, setelah saya download ternyata fiktif 🤣🤦",-0.11666666666666668,negatif
2023-03-30 05:50:07,She Joe,1,Parah bangettt... Layanan sea bank.. Tidak bisa log in aja hrs nunggu 5 hari... Setelah 5 hari masih aja tidak ada progres...dan suruh nunggu 5 hari lagii.. Bad.. Bad... Bad...,-0.6999999999999998,negatif
2023-03-28 15:43:26,Taufiq Adi Oetomo,5,baru mencoba pakai sea bank transfer ke dana bisa minimal ke 10.000. mantap sea bank❤❤❤,-0.1,negatif
2023-03-27 15:21:06,mrifkym channel,5,semoga tidak pernah trouble,-0.2,negatif
2023-03-27 09:13:44,Ayunda Putri,1,Keadaan darurat gini mau dipakai tf malah down gabisa login😕,-0.15555555555555559,negatif
2023-03-24 12:09:35,Sawinselvia 0909,5,Terima kasih transaksinya lancar gancar. Info aja kalau pengaduan minta nomor call center,-0.1,negatif
2023-03-21 21:01:48,Edy Romadhon,5,nyyaman dan ga pernah trouble mntap,-0.2,negatif
2023-03-14 16:10:56,Pelly Gupax,1,"menabung di seabank, kenapa harus transfer ke seabank ??? seabank is bad !!!",-1.0,negatif
2023-03-13 12:03:42,ROBERTJavanto,1,"Minimal transfer bank 50.000, gak efektif bgt",-0.1,negatif
2023-03-11 01:56:51,silvia _official23,5,"Event seabank masukin refferal ""9FY9NC"" dapat saldo 10.000 minimal nabung 50k diamkan 3 hari lalu klaim bonus Cashback 10.000 saldo gratis",-0.1,negatif
2023-03-10 15:06:40,dr TAUFIK R ALKAFF SpOG,5,mudah digunakan. minimal biaya,-0.1,negatif
2023-03-10 07:17:04,Ailsa Nur Rahma,5,simple and like other e wallet,-0.0625,negatif
2023-03-06 06:11:53,Aiidara Nurlena,4,"Kaya gimana yaa susah nyaa pake banget buat ganti pin juga verifikasi udah kenapa harus pakai telepon call center dulu coba ,mending kalo langsung diangkat ini mah boro boro nunggu lamaa banget,mana duit nyangkut lagi di situ, gak recomend banget nih ,,",-0.1,negatif
2023-02-24 14:12:48,Kevin Lin,5,Yang mau dapat bonus saldo 10 ribu segera menabung di seabank dan masukkan kode referral : KVPAJK Jangan lupa masukkan kode referral : KVPAJK agar dapat bonus saldo 10 ribu dan syarat harus menabung minimal 50 ribu dan pertahankan selama 3 hari.,-0.1,negatif
2023-02-23 14:43:03,IR studio,1,isinya game rtx 5 kali ya.,-0.4,negatif
2023-02-17 23:37:56,Adela Lutfiyaa,3,Seabank knp kl transfer skrg lemot yaa :(,-0.75,negatif
2023-02-17 00:05:48,indriyana nancye,1,"Gak ada sebab akun saya di banet di suruh verifkasi data wajah dan wajib tlp ke call center, utk tlp aja hbs lah 100rb pulsa sementara akun harus menunggu 7 hari dana saya yg mau di pake ada di dalem rek. Matilah saya urusan kacau. Bener2 bank online gak bisa di percaya.. saran buat pengguna jangan lah terpancing iming2 bunga besar keblejok matilah kita Buat temen2 nasabah yg mengalami nasib yg smaa saya saya ayolah ini nama nya penipuan dan peraatan baik data maupun uang... Dan jg sedot pulsa",-0.1,negatif
2023-02-14 03:09:46,Chairil Anwar,1,"Sulit dalam veritifikasi dan akhirnya gagal. Dan harus hubungi ke cs , dimana csnya sangat slow repon",-0.30000000000000004,negatif
2023-02-13 05:46:58,Yosafat E. Manalor,1,Slow respon saat live chat pengaduan. Masalah tak terselesaikan,-0.08181818181818185,negatif
2023-02-09 09:53:21,Alfarizky Purwandika,1,Kecewa dengan pelayanan.saat aplikasi ini gak bisa di akses call center muter muter trs di suru nggu nggu gak jelas udh 20hari seabankku gak bisa di gunakan klok gak ada uang nya ya gak tak urus ini ada uang nya Lo di urus ribet .,-0.1,negatif
2023-02-08 19:11:56,Annisa Fajriningsih,1,"Udah tf uang tp ga sampe ke rekening tujuan, komplain ke cs gada solusi malah disuruh konfirmasi sendiri ke penerima udah terima uangnya atau belom. Sebelumnya ga pernah loh kecewa kaya gini pake seabank, tapi skrg pelayanannya bad banget. Ga lagi make seabank, biarpun uang ga seberapa tapi itu penting buat saya!",-0.8749999999999998,negatif
2023-02-08 01:42:25,Zaki,1,bad service.,-0.6999999999999998,negatif
2023-01-13 02:41:34,Leviledrey,5,Duh terlalu mantap bank ini,-0.3,negatif
2023-01-11 04:54:08,Ilma Rafidah,5,Sebaiknya nominal minimal transfer diturunkan tapi seabank sejauh ini performa nya cukup bagus,-0.1,negatif
2023-01-05 17:30:18,Andira Hei Hei,1,"Yang komen bagus pasti orang yang kerja di sana supaya naikin rating aplikasi. Jangan tergiur bunga gede .. kalo di butuhin cepat buat transfer lama nya bukan maen. CS juga ga jelas jawabannya malah di alihin email suruh tunggu 7 hari kerja keburu hangus tuh yang nunggu duit transferan, di tanya ga jelas jawabannya berapa lama harus nunggu prosesnya ga di jawab di batalin juga ga bisa. Bad banget.",-0.6999999999999998,negatif
2023-01-04 02:07:21,rezza rezty,5,"asiiikk bisa transfer kemana aja gratis dan bebas admn bulanan,semoga long last promonya ya min...hehehe",-0.025,negatif
2022-12-29 09:14:30,FF Hazn`T,1,"Admin slow respon, saya mengajukan keluhan tidak segera di proses nunggu lama tapi belum di kerjakan juga",-0.30000000000000004,negatif
2022-12-21 06:13:24,WarHim Kids,1,No Good CS..,-0.35,negatif
2022-12-21 00:08:59,Dara Putri,1,JANGAN DONWLOAD APK ANJ INI SETIAP MAU MASUK HARUS HUBUNGI CALL CENTER TERUSSSS BKIN HABIS PULSA EMG SIALAN APK BGST,-0.1,negatif
2022-12-10 05:42:44,loca maria,2,"Monitor iklan nya sih, tertarik seperti syurga ditelinga, upload hanya 3menit, langsung dpt 200 Ribu. Eeh realita nya hrs transaksi invest saldo rekening dulu minimal 1juta 500 ribu. Ksh bintang 2aja. Jika perlu uninstall aza, ga da gunanya...uhuy.....",-0.1,negatif
2022-12-10 00:06:31,Mecca Fathur Rozak,5,"Kok bisa sih kejadian2 buruk gitu? 🤔 gw pikir itu usernya yang lalai / kurang teliti.. tapi nyalahin apknya 🤭 soalnya gw selama pakai seabank lancar2 saja, tidak pernah mengalami trouble, tidak pernah pending, apalagi sampai nyangkut.",-0.2,negatif
2022-12-08 11:32:18,Wifi Natria,5,"disaat yang lain pake kuota minimal gratis admin,ada seabank penyelamat karna gratis admin transfer 100 x kemanapun.Terimakasih",-0.1,negatif
2022-12-08 10:07:42,Budi Dewe,5,"tambahin fitur pembayaran pakai Qris, dan minimal deposito 100.000 aja..",-0.1,negatif
2022-12-06 08:14:20,BW,1,Not Good,-0.35,negatif
2022-12-04 15:40:46,Wahidin faishal aziz Faish,1,saya limit tranfer 100x dan rata2 transfer 100jt perbulan knp q gk dpt cuan seabank :(,-0.75,negatif
2022-12-03 06:00:32,Faeyza Hasby,5,tidak ada minimal saldo jdi tidak ada salfo mengendap.. dan memudahkan bertransaksi tanpa biaya admin. tq,-0.1,negatif
2022-12-01 15:15:11,Maxim Bike,4,"Kwalitas...... aplikasi terbilang cukup bagus banyak menu menu yg bermanfaat bagi nasabah,,,,satu game bisa menjadi hiburan dii saat buka aplikasi sea bank dan bisa berbelanja online dengan mendapatkan reward berbagai macam jenis hadiah buat aku pengguna baru recommended dahhh,, cocok untuk semua kalangan baik usia muda dan. dewasa... jangan lupa isi aja referensi yg ada di atas judul",-0.4,negatif
2022-11-30 12:12:05,What nime,4,mantap gratis tf ke e wallet is the base pokonya,-0.8,negatif
2022-11-27 09:20:28,Muhammad Fachrendi,3,Saat ini sgat disayangkan bunga hariannya turun menjadi 5% dan minimal deposito nya terlalu tinggi dibandingkan bank2 virtual lainnya.,-0.1,negatif
2022-11-23 04:46:33,dendy irawan,1,Kapan bonus saldo 100rb masuk ya seperti yg diiklan2 kan...tanya ke cs slow respon..,-0.30000000000000004,negatif
2022-11-18 10:26:20,Siti Aisyah,5,"selama pemakaian selalu aman dan tidak ada masalah ataupun kendala, cuma saran semoga disegerakan ada kartu debit:(",-0.75,negatif
2022-11-15 01:55:45,namikaze minato,4,"Bagus, update selanjutnya tambah QRIS agar permudah transfer dan pembelian tiket pesawat,kereta,kapal pembayaran pdam,pembelian diamond game",-0.4,negatif
2022-11-10 02:57:40,Arman S,1,"Bonus saldo 100rb yg dijanjikan, ternyata hanya trik buruk marketing. Utk apa janji2 bonus saldo kalo ternyata boongan? Bulan lalu buka rekening, saldo minimal 500rb sudah dipenuhi, saldo minimal 500rb sampe pkl 23.59 di hari pembukaan rekening jg sudah diikuti, disuruh nunggu sampe tgl 9 nov jg sdh di tunggu. Tapi sampe 10 nov jg gak ada. 😂😂😂 Marketingnya jelek, bukannya buat image baik, malah sebaliknya. Mungkin bukan hanya saya yg kena prank 😂",-0.1,negatif
2022-11-03 12:45:40,Dark Cloud,5,Mohon fitur dark mode,-0.15,negatif
2022-11-02 11:01:33,Pandu Wirawan,5,Bagus. Bunga harian mantap. aplikasi biometrik. selama ini belum ada trouble.,-0.2,negatif
2022-11-01 11:54:46,yeje,1,"Makin kesini makin kesana... Realtime kok berjam² saldo nyangkut, dibatalin gabisa minta diproses ga diproses²! Kalo uang penting nyangkut lama gini yang ada bikin rugi! BAD SERVICE!",-0.8749999999999998,negatif
2022-10-29 12:59:24,Ihlasul Adha,1,Down,-0.15555555555555559,negatif
2022-10-25 08:01:30,widia_ widiikidiiw,5,"Aplikasi perbankan yg tergolong bagus dan sangat membantu dalam perihal transfer, buka rekening baru dengan mudah dan efektif. Minus di setor dan tarik tunai, semoga kedepannya bisa setor atau tarik tunai ya 😊 . Over all sangat bagus dan baik. Terimakasih",-0.1,negatif
2022-10-20 08:03:48,hyuga hinaya,5,"Untuk UI / UX nya bagus, dan juga sistem nya bekerja deengan baik sekali, trus untuk mendaftar nya juga cuma 2 menit udah di acc. Dan juga kita bisa dapet ke unrungan 7% dari sini. Dan pertama juga bisa dapet ke untungan saldo lain nya. Dengan daftar pake ref nya ,, 5 7 P V 9 M ,, dan cuma dengan punya minimal saldo 50k saja loh. Bisa dapet berbagai macam ke untungan. Dan aplikasi nya yang pasti sudah jelas aman dan nyaman sekali. Karna terdaftar di OJK. dan lembaga lain nya",-0.1,negatif
2022-10-14 12:26:28,Wawan Beko,4,"Seabank memberikan banyak kemudahan dan ke untungan bagi kita psra pengguna nya. Dan juga banyak sekali promo bonus menguntung kan bagi kita para pengguna nya, gunakn juga untuk ref nya,, 9 Y E A G J ,, minimal punya saldo 50k aja dapet cuan gratis di sini. Jadi seabnak memang selalu jadi andala banget buat kita, daftar nya juga mudah dan cepet banget deh di sini, anti ribet. Beberapa menit aja udah di acc pendaftaran nya. Mantap",-0.1,negatif
2022-10-13 04:53:45,Ketel sstu 0 satu,5,"Untuk tampilan yang sederhans dan mudah di akses para pengguna. Sangat tinggi nilai untuk aplikasi digital seabank ini, karna memudah kan para pengguna mengatur ke uangan dan juga segala jebis transaksi setiap hari nya. Juga ke uangan kita selalu ter kontrol dengan baik. Suku bunga. Juga lumayan besar sekali di sini. Bisa dapet 7%/ hari nya. Dan juga untuk mendaftar nya gunakan referal [ 9YEAGJ ] trus kita minimal punya saldo 50 ribu aja udah bisa dapet cuan di sini. Memang paling OKE banget",-0.05,negatif
2022-10-12 05:49:14,Uji Aje,2,"Proses verifikasi pembukaan rekening nya lama Ampe skrng sya buka masi dalam proses aja , sya chat cs di sruh tunggu 5 hri kerja karna msih dalam proses pdahal tmn sya bkin g nyampe 10mnit selesai dan sya tanya kendala dan kaslahan sya Dimana kok bisa Ampe lama gni pdahal Lgi butuh bngt loh . Tlong dong pihak g bertanggung jawab di percepat proses nya minimal klo gabis terlalu cepat proses nya cek data sya ad kslahan ga.",-0.1,negatif
2022-10-10 02:42:40,Dwi Olipah,5,"mempermudahkan saya untuk berjualan topup game bisa transfer antar bank gratis bisa topup sewaktu², terimakasih🙏",-0.4,negatif
2022-10-05 05:06:08,Rhaka Tirta Dwi Bangga,5,minimal deposit 100rb dong min,-0.1,negatif
2022-10-04 06:54:50,Java Angler,1,"Mulai sering trouble per tgl 3 Oktober ... Transaksi gagal uang tidak bisa di tarik atau di transfer.... Padahal biasanya lancar"" aja",-0.2,negatif
2022-09-30 13:33:10,Asep Pasundan,1,"Pas Verivikasi Video Ke shope Gagal Mulu, Kudu Ada Sim, Passport, KK, Skck. Jadi Gak bisa, Persyaratannya Ribet Amat Ah, Skip Aja Ni aplikasi Fake",-0.5,negatif
2022-09-23 23:30:09,Nisa Icha,5,"Mudah daftarnya , tp maaf pdhl sering baca buka akun seabank bakal dpt saldo gratis diawal tp ini knp engga yah? :( Kode reff saya yaa, terima kasih UXLZWV",-0.75,negatif
2022-09-23 16:44:36,novita putri,1,Sering trouble dan sudah konfirmasi ke CS by Chat di Appnya tapi tidak ad solusinya secepatnya. Tolong di perbaiki lagi pelayanannya dan Appnya,-0.2,negatif
2022-09-22 04:11:18,Dinda Papajelo,5,Aplikasi yg sangat bermanfaat buat transaksi sehari2 ataupun buat menabung. Sampai saat ini tidak ada trouble dari segi pengiriman hingga pembayaran tagihan. Tampilannya makin bagus dan mudah dipahami semenjak updatenya yang terbaru. Yang saya suka ada fitur group chat yang bisa saya gunakan bersama teman dan keluarga juga untuk komunikasi dan memberitahu bahwa transfer berhasil. Dan makin banyak bonus yang diberikan buat nasabah setianya. Dan akhirnya saya makin betah pakai ini aplikasi,-0.2,negatif
2022-09-20 12:47:05,Muhammad Rizal,2,Lupa pin orang minta ditolongin gak di bantuin biar cepat mau bikin rekening shopping center shopping foo belajar bayar cicil bulanan,-0.1,negatif
2022-09-19 23:51:21,Windy Pramitasari94,5,bagus sekali layanan e banking sejauh ini jarang trouble semoga saya bisa dapat undian hadiah dari seabank yah,-0.2,negatif
2022-09-18 04:28:13,Neysa Putri,1,Umur brapa minimal buka rekening,-0.1,negatif
2022-09-16 11:33:45,Muhammad Fazli,1,"Gagal login selalu ""layanan ini tidak tersedia untuk kamu"" harus verifikasi muka dan call service center itu memakan biaya! Login aja di persulit!.",-0.15625,negatif
2022-09-11 21:07:55,Salsya Nur Oktavia,1,Mau download kog nggak bisa:(,-0.75,negatif
2022-09-07 00:25:16,Devi Firyan,5,sejauh ini mantap. trf cepat jarang trouble,-0.2,negatif
2022-09-06 08:13:23,Tikaca Risam,5,"Aplikasi seabank ini sangat bagus aman untuk di gunakan, keren dan sangat berguna , mempunyai banyak kelebihan dan keuntungan mulai dari awal pendaftaran lngsung mndapatkan saldo , undang teman dapat uang, bebas biaya admin , bunga tabungan tinggi, catatan keuangan otomatis, terdapat event dan setoran awal minimal. Dan aplikasi ini sangat simpel dan sangat mudah dipahami .dan apabila ada keluhan / pertanyaan , Tim dari Neobank dengan cepat merespon dan melayani kita dengan baik",-0.1,negatif
2022-09-05 06:21:13,Farie Bintara,5,Ayo main game ini sangat memuaskan,-0.11666666666666668,negatif
2022-08-29 06:09:12,Ifada Hasibuan,5,"simple, praktis, gratis transfer antar bank, dan suka karena ga ada minimal saldo mengendap",-0.05,negatif
2022-08-25 22:23:37,irul Bungsu,4,"Klo harus deposit minimal 1 juta, menurut pekerja yang di bawah UMR keknya keberatan harus nunggu 1 juta baru bisa masukin ke deposit, ya menurut aku minimal deposit itu 100ribu aja kek di bank sebelah kan enak, jadi ringan untuk setorkan deposit nya, itu saran aku ajasih 🙏",-0.1,negatif
2022-08-24 12:31:20,Wish Im Shak,5,"Pakai seabank lebih untung, gratis admin transfer dan bulanan, bebas minimal saldo, deposito dengan bunga lebih tinggi. Ada juga promo dan diskon seperti potongan belanja, Cashback, dal lainnya. Untuk yang mau daftar, saat pembukaan rekening sangat mudah dan cepat, tidak perlu setoran awal rekening langsung aktif.",-0.1,negatif
2022-08-24 12:10:34,Krisna Satriaji,5,Apk terbaik kirim kirim enak ga pake ribet satset wat wet dabest emang,-0.1,negatif
2022-08-24 01:49:12,saaa saaa,1,"ga sopan banget spam pdhl tumben telat bayar cuma 2 ribu doang kaya nagih 1 mlyar aja , gmn mau bayar 2 ribu itu kan minimal 20 ribu aneh banget , mana biaya trlambatnya 15 ribu enak bngt uang haram",-0.1,negatif
2022-08-20 07:30:04,Ming24 Ok21,3,"Pembukaan Rekeningnya Cepat...Cuma Saat Mau Deposit Harus 1jt...Tidak Ada Minimal 10k...Dan TopUp Pulsa Tidak Ada Yg 1k,2k,3k,4k,5k,6k,7k,8k,9k dan 10k...Tolong Di Atasi Dan Di Tambahkan SEKARANG🙏",-0.1,negatif
2022-08-18 08:24:03,Asha Rizkia,1,"bad banget ,buat beli token listrik lamaaaaaaaaa parahh",-0.6999999999999998,negatif
2022-08-16 11:19:18,Tiara Tiara,5,"Bagus bangett.. pas pertama kali jdi pengguna dpt bonus 100rb, setelah itu selama bertransaksi beda2 bank gaada biaya admin dan pernah lupa pin langsung gercep hub call center.. pelayanannya cepat dan langsung beres🥰",-0.1,negatif
2022-08-13 16:22:21,Bagus Hendrawan,5,Sangat membantu minus tidak ada pinjaman modal usaha seperti bank lain itu saja,-0.1,negatif
2022-08-13 08:11:51,WATTON SENENK,1,Kecewa.. Kirim saldo ewalled tertahan gak kekirim.. Suruh nunggu 4 hari. N saldo di tahan.. Sorry kecewa saya,-0.5,negatif
2022-08-11 13:05:30,Akun Penjahat,1,UNTUK LAYANAN YANG DI BERIKAN OKE SEMUA PENGIRIMAN TANPA BIAYA ADA BUNGA 7% TAPI YANG DI SAYANG KAN KLO ADA TROUBLE CS NYA SLOW RESPON/BERTELE² TANPA KASIH SOLUSI,-0.25,negatif
2022-08-07 10:47:49,Edwin tio,5,"Pengalaman ku kena spam telfon kalian keren lah pokoknya... jempol kaki lah... atau 5 milyar aja, aku trouble maker. 1 jam",-0.2,negatif
2022-08-05 07:35:31,MR Odbods,1,Ulasan 90% fake,-0.5,negatif
2022-07-31 17:29:04,Kl¡ฬ๏ͷ らΛㄗびでЯΛ,5,"Tidak ada minus,, cuma bukan hanya saya yang menunggu kehadiran kartu debit SeaBank.. semoga terwujud dan berdesign yg mantul.",-0.1,negatif
2022-07-25 00:50:39,hans mulyana,5,duh bunganyaaaa mantaaaaaap,-0.3,negatif
2022-07-24 19:40:34,Yunus Sentanu,5,di iphone setelah update tidak bisa log in tertera bad request,-0.6999999999999998,negatif
2022-07-24 16:09:08,CR TV,5,"Untuk Deposito 7% per tahun, tolong dong jangan minimal taruh uang nya 1 juta. Kasihan orang"" yang cuman punya uang dikit,",-0.1,negatif
2022-07-24 13:16:38,Muhammad Adnan Wijaya,1,"Saya kasih rating 1 dulu soalnya masalah yg saya alami belom terselesaikan ,dimana saya selalu mengalami ""transfer gagal/layanan tidak tersedia saat ini"" pdhl saya lg butuh saldo itu buat keluarga saya :'( saya cukup kecewa pdhl saya bru pakai 2 hari tp sudah tertimpa masalah kaya gtu :'( saya akan jdikan bintang 5 kalau masalah yg saya alami sudah beres dan bisa transfer lgi ,trimakasih",-1.0,negatif
2022-07-22 04:58:18,putri anjar sari,4,sangat senang menggunakan seabank karena bisa transfer tanpa minimal dan gratis biaya administrasi sayang nya seabank belum melayani pinjaman tunai,-0.1,negatif
2022-07-21 12:36:25,Nabilah Febria,1,"Hati hati deh simpan uang disini. Saya melakukan transaksi transfer 9jt, tetapi tidak masuk, sudah saya laporkan tetapi ga ada solusi dari customer service nya. Lalu saya coba lagi transfer 1jt, dan berhasil. Padahal nominalnya pum tidak melebih limit harian juga. Ini kenapa yang nyangkut transaksi dengan nominal besarnya. Lalu ga ada solusi dari customer service nya. Sangat mengecewakan banget.. Bank yang SANGAT tidak direkomendasi, ga bisa dipercaya. BAD",-0.6999999999999998,negatif
2022-07-20 14:55:50,Resdi Mila,5,Tidak bisa login di suruh hubungi call center tidak tahu apa masalah nya,-0.1,negatif
2022-07-20 02:04:08,I made Juliarta,5,"Mohon bantuannya min, untuk nabungnya di berikan insentif menarik, misal kupon diskon deposito, ataukupon cashback minimal deposito 1jt.",-0.1,negatif
2022-07-16 06:23:12,Arsyaka 165,5,bagus banget semoga gk pernah trouble ya aman sak lawase,-0.2,negatif
2022-07-15 05:42:51,Prasetyo Hadi,5,"ayo bunganya di bikin 7% lagi jangan di buat deposito.... kalau turun 6% harusnya ditambah ada layanan ATM tidak apa2 pengambilan ATM ada quota atau minimal saldo,yang penting di permudah.",-0.1,negatif
